,ID,내용,날짜,별점
240,이호근,"매장이 넓어서 시원하고, 테이블 간격이 넓어 타인의 대화에 방해받지 않아 좋고, 같은 아메리카노라도 골라서 맛볼 수 있는 선택 다양성, 안락한 의자, 객장의 무드 최고 ☕🍵👍",1년 전,5
241,JUNG WON JO,"도심속 주차가능한 크고 넓찍한 카페.
여러가지 빵을 같이 즐길 수 있어 좋다.",1년 전,3
242,K리아,빵이 부드럽고 맛나요.특히 쏘세지먹물빵.크로아쌍.꼭 구입하는겁니다,4년 전,4
243,수요Suyo,주차는 금액만큼 할인받는거라 생각만큼 오라 주차는 불가함. 그래도 한번쯤 가보기 괜찮음,2년 전,4
244,Isaac Lee,의외로 강남 한복판 빵 맛집.,2달 전,4
245,Alex Kim,한번 꼭 와볼만한 규모입니다. 주차는 발렛 3천원이네요.,11달 전,5
246,유현,주말에 차들이 같은 시간대 몰려 들어가야 해서 오래 기다린 것 빼고는 다 괜찮았습니다. 커피맛 끝내주고요. 빵맛도 서비스도 굿!,2년 전,5
247,임지영,사람 많음,3주 전,3
248,Bruce Lee,다양한 베이커리와 커피가 제공되는 전문점,9달 전,5
249,EUNJI KIM,넓고 깔끔해요,3달 전,5
